#StartDevice,StartPort,EndDevice,EndPort,LinkType
DSM091050301003,DSM091050301003 ibp203s0f0,DSM09-0101-0514-18IB0,Port 9, Data
DSM091050301019,DSM091050301019 ibp203s0f0,DSM09-0101-0514-18IB0,Port 10, Data
DSM091050301037,DSM091050301037 ibp203s0f0,DSM09-0101-0514-18IB0,Port 12, Data
DSM091050302003,DSM091050302003 ibp203s0f0,DSM09-0101-0514-18IB0,Port 13, Data
DSM091050302019,DSM091050302019 ibp203s0f0,DSM09-0101-0514-18IB0,Port 14, Data
DSM091050302053,DSM091050302053 ibp203s0f0,DSM09-0101-0514-18IB0,Port 15, Data
DSM091050302037,DSM091050302037 ibp203s0f0,DSM09-0101-0514-18IB0,Port 16, Data
DSM091050303003,DSM091050303003 ibp203s0f0,DSM09-0101-0514-18IB0,Port 17, Data
DSM091050303019,DSM091050303019 ibp203s0f0,DSM09-0101-0514-18IB0,Port 18, Data
DSM091050303053,DSM091050303053 ibp203s0f0,DSM09-0101-0514-18IB0,Port 19, Data
DSM091050303037,DSM091050303037 ibp203s0f0,DSM09-0101-0514-18IB0,Port 20, Data
DSM091050304003,DSM091050304003 ibp203s0f0,DSM09-0101-0514-19IB0,Port 1, Data
DSM091050304019,DSM091050304019 ibp203s0f0,DSM09-0101-0514-19IB0,Port 2, Data
DSM091050304053,DSM091050304053 ibp203s0f0,DSM09-0101-0514-19IB0,Port 3, Data
DSM091050304037,DSM091050304037 ibp203s0f0,DSM09-0101-0514-19IB0,Port 4, Data
DSM091050305003,DSM091050305003 ibp203s0f0,DSM09-0101-0514-19IB0,Port 5, Data
DSM091050305019,DSM091050305019 ibp203s0f0,DSM09-0101-0514-19IB0,Port 6, Data
DSM091050305053,DSM091050305053 ibp203s0f0,DSM09-0101-0514-19IB0,Port 7, Data
DSM091050305037,DSM091050305037 ibp203s0f0,DSM09-0101-0514-19IB0,Port 8, Data
DSM091050306003,DSM091050306003 ibp203s0f0,DSM09-0101-0514-19IB0,Port 9, Data
DSM091050306019,DSM091050306019 ibp203s0f0,DSM09-0101-0514-19IB0,Port 10, Data
DSM091050306053,DSM091050306053 ibp203s0f0,DSM09-0101-0514-19IB0,Port 11, Data
DSM091050306037,DSM091050306037 ibp203s0f0,DSM09-0101-0514-19IB0,Port 12, Data
DSM091050307003,DSM091050307003 ibp203s0f0,DSM09-0101-0514-19IB0,Port 13, Data
DSM091050307053,DSM091050307053 ibp203s0f0,DSM09-0101-0514-19IB0,Port 15, Data
DSM091050307037,DSM091050307037 ibp203s0f0,DSM09-0101-0514-19IB0,Port 16, Data
DSM091050308003,DSM091050308003 ibp203s0f0,DSM09-0101-0514-19IB0,Port 17, Data
DSM091050309003,DSM091050309003 ibp203s0f0,DSM09-0101-0514-20IB0,Port 1, Data
DSM091050309019,DSM091050309019 ibp203s0f0,DSM09-0101-0514-20IB0,Port 2, Data
DSM091050310019,DSM091050310019 ibp203s0f0,DSM09-0101-0514-20IB0,Port 6, Data
DSM091050310037,DSM091050310037 ibp203s0f0,DSM09-0101-0514-20IB0,Port 8, Data
DSM091050311003,DSM091050311003 ibp203s0f0,DSM09-0101-0514-20IB0,Port 9, Data
DSM091050311053,DSM091050311053 ibp203s0f0,DSM09-0101-0514-20IB0,Port 11, Data
DSM091050311037,DSM091050311037 ibp203s0f0,DSM09-0101-0514-20IB0,Port 12, Data
DSM091050312003,DSM091050312003 ibp203s0f0,DSM09-0101-0514-20IB0,Port 13, Data
DSM091050312019,DSM091050312019 ibp203s0f0,DSM09-0101-0514-20IB0,Port 14, Data
DSM091050312053,DSM091050312053 ibp203s0f0,DSM09-0101-0514-20IB0,Port 15, Data
DSM091050312037,DSM091050312037 ibp203s0f0,DSM09-0101-0514-20IB0,Port 16, Data
DSM091051310003,DSM091051310003 ibp21s0f0,DSM09-0101-0513-05IB0,Port 5, Data
DSM091051310019,DSM091051310019 ibp21s0f0,DSM09-0101-0513-05IB0,Port 6, Data
DSM091051310037,DSM091051310037 ibp21s0f0,DSM09-0101-0513-05IB0,Port 8, Data
DSM091051311003,DSM091051311003 ibp21s0f0,DSM09-0101-0513-05IB0,Port 9, Data
DSM091051311019,DSM091051311019 ibp21s0f0,DSM09-0101-0513-05IB0,Port 10, Data
DSM091051311053,DSM091051311053 ibp21s0f0,DSM09-0101-0513-05IB0,Port 11, Data
DSM091051311037,DSM091051311037 ibp21s0f0,DSM09-0101-0513-05IB0,Port 12, Data
DSM091051312003,DSM091051312003 ibp21s0f0,DSM09-0101-0513-05IB0,Port 13, Data
DSM091051312019,DSM091051312019 ibp21s0f0,DSM09-0101-0513-05IB0,Port 14, Data
DSM091051312053,DSM091051312053 ibp21s0f0,DSM09-0101-0513-05IB0,Port 15, Data
DSM091051312037,DSM091051312037 ibp21s0f0,DSM09-0101-0513-05IB0,Port 16, Data
DSM091051401003,DSM091051401003 ibp21s0f0,DSM09-0101-0503-01IB0,Port 1, Data
DSM091051401019,DSM091051401019 ibp21s0f0,DSM09-0101-0503-01IB0,Port 2, Data
DSM091051401053,DSM091051401053 ibp21s0f0,DSM09-0101-0503-01IB0,Port 3, Data
DSM091051401037,DSM091051401037 ibp21s0f0,DSM09-0101-0503-01IB0,Port 4, Data
DSM091051402003,DSM091051402003 ibp21s0f0,DSM09-0101-0503-01IB0,Port 5, Data
DSM091051402019,DSM091051402019 ibp21s0f0,DSM09-0101-0503-01IB0,Port 6, Data
DSM091051402053,DSM091051402053 ibp21s0f0,DSM09-0101-0503-01IB0,Port 7, Data
DSM091051402037,DSM091051402037 ibp21s0f0,DSM09-0101-0503-01IB0,Port 8, Data
DSM091051403003,DSM091051403003 ibp21s0f0,DSM09-0101-0503-01IB0,Port 9, Data
DSM091051403019,DSM091051403019 ibp21s0f0,DSM09-0101-0503-01IB0,Port 10, Data
DSM091051403053,DSM091051403053 ibp21s0f0,DSM09-0101-0503-01IB0,Port 11, Data
DSM091051403037,DSM091051403037 ibp21s0f0,DSM09-0101-0503-01IB0,Port 12, Data
DSM091051404003,DSM091051404003 ibp21s0f0,DSM09-0101-0503-01IB0,Port 13, Data
DSM091051404053,DSM091051404053 ibp21s0f0,DSM09-0101-0503-01IB0,Port 15, Data
DSM091051404037,DSM091051404037 ibp21s0f0,DSM09-0101-0503-01IB0,Port 16, Data
DSM091051405003,DSM091051405003 ibp21s0f0,DSM09-0101-0503-01IB0,Port 17, Data
DSM091051405019,DSM091051405019 ibp21s0f0,DSM09-0101-0503-01IB0,Port 18, Data
DSM091051405053,DSM091051405053 ibp21s0f0,DSM09-0101-0503-01IB0,Port 19, Data
DSM091051405037,DSM091051405037 ibp21s0f0,DSM09-0101-0503-01IB0,Port 20, Data
DSM091051406003,DSM091051406003 ibp21s0f0,DSM09-0101-0503-02IB0,Port 1, Data
DSM091051406019,DSM091051406019 ibp21s0f0,DSM09-0101-0503-02IB0,Port 2, Data
DSM091051406053,DSM091051406053 ibp21s0f0,DSM09-0101-0503-02IB0,Port 3, Data
DSM091051406037,DSM091051406037 ibp21s0f0,DSM09-0101-0503-02IB0,Port 4, Data
DSM091051407003,DSM091051407003 ibp21s0f0,DSM09-0101-0503-02IB0,Port 5, Data
DSM091051407019,DSM091051407019 ibp21s0f0,DSM09-0101-0503-02IB0,Port 6, Data
DSM091051407053,DSM091051407053 ibp21s0f0,DSM09-0101-0503-02IB0,Port 7, Data
DSM091051407037,DSM091051407037 ibp21s0f0,DSM09-0101-0503-02IB0,Port 8, Data
DSM091051408003,DSM091051408003 ibp21s0f0,DSM09-0101-0503-02IB0,Port 9, Data
DSM091051408019,DSM091051408019 ibp21s0f0,DSM09-0101-0503-02IB0,Port 10, Data
DSM091051408037,DSM091051408037 ibp21s0f0,DSM09-0101-0503-02IB0,Port 12, Data
DSM091051409003,DSM091051409003 ibp21s0f0,DSM09-0101-0503-02IB0,Port 13, Data
DSM091051409019,DSM091051409019 ibp21s0f0,DSM09-0101-0503-02IB0,Port 14, Data
DSM091051409053,DSM091051409053 ibp21s0f0,DSM09-0101-0503-02IB0,Port 15, Data
DSM091051409037,DSM091051409037 ibp21s0f0,DSM09-0101-0503-02IB0,Port 16, Data
DSM091051410003,DSM091051410003 ibp21s0f0,DSM09-0101-0503-02IB0,Port 17, Data
DSM091051410019,DSM091051410019 ibp21s0f0,DSM09-0101-0503-02IB0,Port 18, Data
DSM091051410053,DSM091051410053 ibp21s0f0,DSM09-0101-0503-02IB0,Port 19, Data
DSM091051410037,DSM091051410037 ibp21s0f0,DSM09-0101-0503-02IB0,Port 20, Data
DSM091051411003,DSM091051411003 ibp21s0f0,DSM09-0101-0503-03IB0,Port 1, Data
DSM091051411019,DSM091051411019 ibp21s0f0,DSM09-0101-0503-03IB0,Port 2, Data
DSM091051411037,DSM091051411037 ibp21s0f0,DSM09-0101-0503-03IB0,Port 4, Data
DSM091051412003,DSM091051412003 ibp21s0f0,DSM09-0101-0503-03IB0,Port 5, Data
DSM091051412053,DSM091051412053 ibp21s0f0,DSM09-0101-0503-03IB0,Port 7, Data
DSM091051412037,DSM091051412037 ibp21s0f0,DSM09-0101-0503-03IB0,Port 8, Data
DSM091050301003,DSM091050301003 ibp21s0f0,DSM09-0101-0503-03IB0,Port 9, Data
DSM091050301019,DSM091050301019 ibp21s0f0,DSM09-0101-0503-03IB0,Port 10, Data
DSM091050301037,DSM091050301037 ibp21s0f0,DSM09-0101-0503-03IB0,Port 12, Data
DSM091050302003,DSM091050302003 ibp21s0f0,DSM09-0101-0503-03IB0,Port 13, Data
DSM091050302019,DSM091050302019 ibp21s0f0,DSM09-0101-0503-03IB0,Port 14, Data
DSM091050302053,DSM091050302053 ibp21s0f0,DSM09-0101-0503-03IB0,Port 15, Data
DSM091050302037,DSM091050302037 ibp21s0f0,DSM09-0101-0503-03IB0,Port 16, Data
DSM091050303003,DSM091050303003 ibp21s0f0,DSM09-0101-0503-03IB0,Port 17, Data
DSM091050303019,DSM091050303019 ibp21s0f0,DSM09-0101-0503-03IB0,Port 18, Data
DSM091050303053,DSM091050303053 ibp21s0f0,DSM09-0101-0503-03IB0,Port 19, Data
DSM091050303037,DSM091050303037 ibp21s0f0,DSM09-0101-0503-03IB0,Port 20, Data
DSM091050304003,DSM091050304003 ibp21s0f0,DSM09-0101-0503-04IB0,Port 1, Data
DSM091050304019,DSM091050304019 ibp21s0f0,DSM09-0101-0503-04IB0,Port 2, Data
DSM091050304053,DSM091050304053 ibp21s0f0,DSM09-0101-0503-04IB0,Port 3, Data
DSM091050304037,DSM091050304037 ibp21s0f0,DSM09-0101-0503-04IB0,Port 4, Data
DSM091050305003,DSM091050305003 ibp21s0f0,DSM09-0101-0503-04IB0,Port 5, Data
DSM091050305019,DSM091050305019 ibp21s0f0,DSM09-0101-0503-04IB0,Port 6, Data
DSM091050305053,DSM091050305053 ibp21s0f0,DSM09-0101-0503-04IB0,Port 7, Data
DSM091050305037,DSM091050305037 ibp21s0f0,DSM09-0101-0503-04IB0,Port 8, Data
DSM091050306003,DSM091050306003 ibp21s0f0,DSM09-0101-0503-04IB0,Port 9, Data
DSM091050306019,DSM091050306019 ibp21s0f0,DSM09-0101-0503-04IB0,Port 10, Data
DSM091050306053,DSM091050306053 ibp21s0f0,DSM09-0101-0503-04IB0,Port 11, Data
DSM091050306037,DSM091050306037 ibp21s0f0,DSM09-0101-0503-04IB0,Port 12, Data
DSM091050307003,DSM091050307003 ibp21s0f0,DSM09-0101-0503-04IB0,Port 13, Data
DSM091050307053,DSM091050307053 ibp21s0f0,DSM09-0101-0503-04IB0,Port 15, Data
DSM091050307037,DSM091050307037 ibp21s0f0,DSM09-0101-0503-04IB0,Port 16, Data
DSM091050308003,DSM091050308003 ibp21s0f0,DSM09-0101-0503-04IB0,Port 17, Data
DSM091050309003,DSM091050309003 ibp21s0f0,DSM09-0101-0503-05IB0,Port 1, Data
DSM091050309019,DSM091050309019 ibp21s0f0,DSM09-0101-0503-05IB0,Port 2, Data
DSM091050310019,DSM091050310019 ibp21s0f0,DSM09-0101-0503-05IB0,Port 6, Data
DSM091050310037,DSM091050310037 ibp21s0f0,DSM09-0101-0503-05IB0,Port 8, Data
DSM091050311003,DSM091050311003 ibp21s0f0,DSM09-0101-0503-05IB0,Port 9, Data
DSM091050311053,DSM091050311053 ibp21s0f0,DSM09-0101-0503-05IB0,Port 11, Data
DSM091050311037,DSM091050311037 ibp21s0f0,DSM09-0101-0503-05IB0,Port 12, Data
DSM091050312003,DSM091050312003 ibp21s0f0,DSM09-0101-0503-05IB0,Port 13, Data
DSM091050312019,DSM091050312019 ibp21s0f0,DSM09-0101-0503-05IB0,Port 14, Data
DSM091050312053,DSM091050312053 ibp21s0f0,DSM09-0101-0503-05IB0,Port 15, Data
DSM091050312037,DSM091050312037 ibp21s0f0,DSM09-0101-0503-05IB0,Port 16, Data
DSM091051201003,DSM091051201003 ibp21s0f0,DSM09-0101-0513-01IB0,Port 1, Data
DSM091051201019,DSM091051201019 ibp21s0f0,DSM09-0101-0513-01IB0,Port 2, Data
DSM091051201053,DSM091051201053 ibp21s0f0,DSM09-0101-0513-01IB0,Port 3, Data
DSM091051201037,DSM091051201037 ibp21s0f0,DSM09-0101-0513-01IB0,Port 4, Data
DSM091051202003,DSM091051202003 ibp21s0f0,DSM09-0101-0513-01IB0,Port 5, Data
DSM091051202019,DSM091051202019 ibp21s0f0,DSM09-0101-0513-01IB0,Port 6, Data
DSM091051202037,DSM091051202037 ibp21s0f0,DSM09-0101-0513-01IB0,Port 8, Data
DSM091051203003,DSM091051203003 ibp21s0f0,DSM09-0101-0513-01IB0,Port 9, Data
DSM091051203019,DSM091051203019 ibp21s0f0,DSM09-0101-0513-01IB0,Port 10, Data
DSM091051203053,DSM091051203053 ibp21s0f0,DSM09-0101-0513-01IB0,Port 11, Data
DSM091051204003,DSM091051204003 ibp21s0f0,DSM09-0101-0513-01IB0,Port 13, Data
DSM091051204019,DSM091051204019 ibp21s0f0,DSM09-0101-0513-01IB0,Port 14, Data
DSM091051204053,DSM091051204053 ibp21s0f0,DSM09-0101-0513-01IB0,Port 15, Data
DSM091051204037,DSM091051204037 ibp21s0f0,DSM09-0101-0513-01IB0,Port 16, Data
DSM091051205003,DSM091051205003 ibp21s0f0,DSM09-0101-0513-01IB0,Port 17, Data
DSM091051205019,DSM091051205019 ibp21s0f0,DSM09-0101-0513-01IB0,Port 18, Data
DSM091051205053,DSM091051205053 ibp21s0f0,DSM09-0101-0513-01IB0,Port 19, Data
DSM091051205037,DSM091051205037 ibp21s0f0,DSM09-0101-0513-01IB0,Port 20, Data
DSM091050101003,DSM091050101003 ibp75s0f0,DSM09-0101-0501-06IB0,Port 1, Data
DSM091050101019,DSM091050101019 ibp75s0f0,DSM09-0101-0501-06IB0,Port 2, Data
DSM091050101053,DSM091050101053 ibp75s0f0,DSM09-0101-0501-06IB0,Port 3, Data
DSM091050101037,DSM091050101037 ibp75s0f0,DSM09-0101-0501-06IB0,Port 4, Data
DSM091050102019,DSM091050102019 ibp75s0f0,DSM09-0101-0501-06IB0,Port 6, Data
DSM091050102053,DSM091050102053 ibp75s0f0,DSM09-0101-0501-06IB0,Port 7, Data
DSM091050102037,DSM091050102037 ibp75s0f0,DSM09-0101-0501-06IB0,Port 8, Data
DSM091050103003,DSM091050103003 ibp75s0f0,DSM09-0101-0501-06IB0,Port 9, Data
DSM091050103019,DSM091050103019 ibp75s0f0,DSM09-0101-0501-06IB0,Port 10, Data
DSM091050103053,DSM091050103053 ibp75s0f0,DSM09-0101-0501-06IB0,Port 11, Data
DSM091050104003,DSM091050104003 ibp75s0f0,DSM09-0101-0501-06IB0,Port 13, Data
DSM091050104019,DSM091050104019 ibp75s0f0,DSM09-0101-0501-06IB0,Port 14, Data
DSM091050104053,DSM091050104053 ibp75s0f0,DSM09-0101-0501-06IB0,Port 15, Data
DSM091050104037,DSM091050104037 ibp75s0f0,DSM09-0101-0501-06IB0,Port 16, Data
DSM091050105003,DSM091050105003 ibp75s0f0,DSM09-0101-0501-06IB0,Port 17, Data
DSM091050105053,DSM091050105053 ibp75s0f0,DSM09-0101-0501-06IB0,Port 19, Data
DSM091050105037,DSM091050105037 ibp75s0f0,DSM09-0101-0501-06IB0,Port 20, Data
DSM091050106003,DSM091050106003 ibp75s0f0,DSM09-0101-0501-07IB0,Port 1, Data
DSM091050106019,DSM091050106019 ibp75s0f0,DSM09-0101-0501-07IB0,Port 2, Data
DSM091050106053,DSM091050106053 ibp75s0f0,DSM09-0101-0501-07IB0,Port 3, Data
DSM091050106037,DSM091050106037 ibp75s0f0,DSM09-0101-0501-07IB0,Port 4, Data
DSM091050107003,DSM091050107003 ibp75s0f0,DSM09-0101-0501-07IB0,Port 5, Data
DSM091050107019,DSM091050107019 ibp75s0f0,DSM09-0101-0501-07IB0,Port 6, Data
DSM091050108019,DSM091050108019 ibp75s0f0,DSM09-0101-0501-07IB0,Port 10, Data
DSM091050108053,DSM091050108053 ibp75s0f0,DSM09-0101-0501-07IB0,Port 11, Data
DSM091050108037,DSM091050108037 ibp75s0f0,DSM09-0101-0501-07IB0,Port 12, Data
DSM091050109003,DSM091050109003 ibp75s0f0,DSM09-0101-0501-07IB0,Port 13, Data
DSM091050109019,DSM091050109019 ibp75s0f0,DSM09-0101-0501-07IB0,Port 14, Data
DSM091050109053,DSM091050109053 ibp75s0f0,DSM09-0101-0501-07IB0,Port 15, Data
DSM091050110003,DSM091050110003 ibp75s0f0,DSM09-0101-0501-07IB0,Port 17, Data
DSM091050110019,DSM091050110019 ibp75s0f0,DSM09-0101-0501-07IB0,Port 18, Data
DSM091050110053,DSM091050110053 ibp75s0f0,DSM09-0101-0501-07IB0,Port 19, Data
DSM091050110037,DSM091050110037 ibp75s0f0,DSM09-0101-0501-07IB0,Port 20, Data
DSM091050111003,DSM091050111003 ibp75s0f0,DSM09-0101-0501-08IB0,Port 1, Data
DSM091050111019,DSM091050111019 ibp75s0f0,DSM09-0101-0501-08IB0,Port 2, Data
DSM091050111053,DSM091050111053 ibp75s0f0,DSM09-0101-0501-08IB0,Port 3, Data
DSM091050111037,DSM091050111037 ibp75s0f0,DSM09-0101-0501-08IB0,Port 4, Data
DSM091050112003,DSM091050112003 ibp75s0f0,DSM09-0101-0501-08IB0,Port 5, Data
DSM091050112019,DSM091050112019 ibp75s0f0,DSM09-0101-0501-08IB0,Port 6, Data
DSM091050112053,DSM091050112053 ibp75s0f0,DSM09-0101-0501-08IB0,Port 7, Data
DSM091050112037,DSM091050112037 ibp75s0f0,DSM09-0101-0501-08IB0,Port 8, Data
DSM091050601003,DSM091050601003 ibp75s0f0,DSM09-0101-0501-08IB0,Port 9, Data
DSM091050601019,DSM091050601019 ibp75s0f0,DSM09-0101-0501-08IB0,Port 10, Data
DSM091050601053,DSM091050601053 ibp75s0f0,DSM09-0101-0501-08IB0,Port 11, Data
DSM091050601037,DSM091050601037 ibp75s0f0,DSM09-0101-0501-08IB0,Port 12, Data
DSM091050602003,DSM091050602003 ibp75s0f0,DSM09-0101-0501-08IB0,Port 13, Data
DSM091050602053,DSM091050602053 ibp75s0f0,DSM09-0101-0501-08IB0,Port 15, Data
DSM091050602037,DSM091050602037 ibp75s0f0,DSM09-0101-0501-08IB0,Port 16, Data
DSM091050603003,DSM091050603003 ibp75s0f0,DSM09-0101-0501-08IB0,Port 17, Data
DSM091050603019,DSM091050603019 ibp75s0f0,DSM09-0101-0501-08IB0,Port 18, Data
DSM091050603053,DSM091050603053 ibp75s0f0,DSM09-0101-0501-08IB0,Port 19, Data
DSM091050603037,DSM091050603037 ibp75s0f0,DSM09-0101-0501-08IB0,Port 20, Data
DSM091050604019,DSM091050604019 ibp75s0f0,DSM09-0101-0501-09IB0,Port 2, Data
DSM091050604053,DSM091050604053 ibp75s0f0,DSM09-0101-0501-09IB0,Port 3, Data
DSM091050604037,DSM091050604037 ibp75s0f0,DSM09-0101-0501-09IB0,Port 4, Data
DSM091050605019,DSM091050605019 ibp75s0f0,DSM09-0101-0501-09IB0,Port 6, Data
DSM091050605053,DSM091050605053 ibp75s0f0,DSM09-0101-0501-09IB0,Port 7, Data
DSM091050605037,DSM091050605037 ibp75s0f0,DSM09-0101-0501-09IB0,Port 8, Data
DSM091050606019,DSM091050606019 ibp75s0f0,DSM09-0101-0501-09IB0,Port 10, Data
DSM091050606053,DSM091050606053 ibp75s0f0,DSM09-0101-0501-09IB0,Port 11, Data
DSM091050606037,DSM091050606037 ibp75s0f0,DSM09-0101-0501-09IB0,Port 12, Data
DSM091050607003,DSM091050607003 ibp75s0f0,DSM09-0101-0501-09IB0,Port 13, Data
DSM091050607019,DSM091050607019 ibp75s0f0,DSM09-0101-0501-09IB0,Port 14, Data
DSM091050607053,DSM091050607053 ibp75s0f0,DSM09-0101-0501-09IB0,Port 15, Data
DSM091050608003,DSM091050608003 ibp75s0f0,DSM09-0101-0501-09IB0,Port 17, Data
DSM091050608019,DSM091050608019 ibp75s0f0,DSM09-0101-0501-09IB0,Port 18, Data
DSM091050608053,DSM091050608053 ibp75s0f0,DSM09-0101-0501-09IB0,Port 19, Data
DSM091050608037,DSM091050608037 ibp75s0f0,DSM09-0101-0501-09IB0,Port 20, Data
DSM091050609003,DSM091050609003 ibp75s0f0,DSM09-0101-0501-10IB0,Port 1, Data
DSM091050609019,DSM091050609019 ibp75s0f0,DSM09-0101-0501-10IB0,Port 2, Data
DSM091050609037,DSM091050609037 ibp75s0f0,DSM09-0101-0501-10IB0,Port 4, Data
DSM091050610003,DSM091050610003 ibp75s0f0,DSM09-0101-0501-10IB0,Port 5, Data
DSM091050610019,DSM091050610019 ibp75s0f0,DSM09-0101-0501-10IB0,Port 6, Data
DSM091050610053,DSM091050610053 ibp75s0f0,DSM09-0101-0501-10IB0,Port 7, Data
DSM091050611003,DSM091050611003 ibp75s0f0,DSM09-0101-0501-10IB0,Port 9, Data
DSM091050611019,DSM091050611019 ibp75s0f0,DSM09-0101-0501-10IB0,Port 10, Data
DSM091050611053,DSM091050611053 ibp75s0f0,DSM09-0101-0501-10IB0,Port 11, Data
DSM091050611037,DSM091050611037 ibp75s0f0,DSM09-0101-0501-10IB0,Port 12, Data
DSM091050612019,DSM091050612019 ibp75s0f0,DSM09-0101-0501-10IB0,Port 14, Data
DSM091050612037,DSM091050612037 ibp75s0f0,DSM09-0101-0501-10IB0,Port 16, Data
DSM091050701003,DSM091050701003 ibp75s0f0,DSM09-0101-0507-06IB0,Port 1, Data
DSM091050701019,DSM091050701019 ibp75s0f0,DSM09-0101-0507-06IB0,Port 2, Data
DSM091050701053,DSM091050701053 ibp75s0f0,DSM09-0101-0507-06IB0,Port 3, Data
DSM091050701037,DSM091050701037 ibp75s0f0,DSM09-0101-0507-06IB0,Port 4, Data
DSM091050702003,DSM091050702003 ibp75s0f0,DSM09-0101-0507-06IB0,Port 5, Data
DSM091050702019,DSM091050702019 ibp75s0f0,DSM09-0101-0507-06IB0,Port 6, Data
DSM091050702053,DSM091050702053 ibp75s0f0,DSM09-0101-0507-06IB0,Port 7, Data
DSM091050702037,DSM091050702037 ibp75s0f0,DSM09-0101-0507-06IB0,Port 8, Data
DSM091050703019,DSM091050703019 ibp75s0f0,DSM09-0101-0507-06IB0,Port 10, Data
DSM091050704019,DSM091050704019 ibp75s0f0,DSM09-0101-0507-06IB0,Port 14, Data
DSM091050704053,DSM091050704053 ibp75s0f0,DSM09-0101-0507-06IB0,Port 15, Data
DSM091050704037,DSM091050704037 ibp75s0f0,DSM09-0101-0507-06IB0,Port 16, Data
DSM091050705003,DSM091050705003 ibp75s0f0,DSM09-0101-0507-06IB0,Port 17, Data
DSM091050705019,DSM091050705019 ibp75s0f0,DSM09-0101-0507-06IB0,Port 18, Data
DSM091050705053,DSM091050705053 ibp75s0f0,DSM09-0101-0507-06IB0,Port 19, Data
DSM091050705037,DSM091050705037 ibp75s0f0,DSM09-0101-0507-06IB0,Port 20, Data
DSM091050706003,DSM091050706003 ibp75s0f0,DSM09-0101-0507-07IB0,Port 1, Data
DSM091050706019,DSM091050706019 ibp75s0f0,DSM09-0101-0507-07IB0,Port 2, Data
DSM091050706053,DSM091050706053 ibp75s0f0,DSM09-0101-0507-07IB0,Port 3, Data
DSM091050706037,DSM091050706037 ibp75s0f0,DSM09-0101-0507-07IB0,Port 4, Data
DSM091050707019,DSM091050707019 ibp75s0f0,DSM09-0101-0507-07IB0,Port 6, Data
DSM091050707053,DSM091050707053 ibp75s0f0,DSM09-0101-0507-07IB0,Port 7, Data
DSM091050707037,DSM091050707037 ibp75s0f0,DSM09-0101-0507-07IB0,Port 8, Data
DSM091050708003,DSM091050708003 ibp75s0f0,DSM09-0101-0507-07IB0,Port 9, Data
DSM091050708019,DSM091050708019 ibp75s0f0,DSM09-0101-0507-07IB0,Port 10, Data
DSM091050708053,DSM091050708053 ibp75s0f0,DSM09-0101-0507-07IB0,Port 11, Data
DSM091050708037,DSM091050708037 ibp75s0f0,DSM09-0101-0507-07IB0,Port 12, Data
DSM091050709003,DSM091050709003 ibp75s0f0,DSM09-0101-0507-07IB0,Port 13, Data
DSM091050709019,DSM091050709019 ibp75s0f0,DSM09-0101-0507-07IB0,Port 14, Data
DSM091050709053,DSM091050709053 ibp75s0f0,DSM09-0101-0507-07IB0,Port 15, Data
DSM091050710003,DSM091050710003 ibp75s0f0,DSM09-0101-0507-07IB0,Port 17, Data
DSM091050710053,DSM091050710053 ibp75s0f0,DSM09-0101-0507-07IB0,Port 19, Data
DSM091050710037,DSM091050710037 ibp75s0f0,DSM09-0101-0507-07IB0,Port 20, Data
DSM091050711003,DSM091050711003 ibp75s0f0,DSM09-0101-0507-08IB0,Port 1, Data
DSM091050711019,DSM091050711019 ibp75s0f0,DSM09-0101-0507-08IB0,Port 2, Data
DSM091050711053,DSM091050711053 ibp75s0f0,DSM09-0101-0507-08IB0,Port 3, Data
DSM091050711037,DSM091050711037 ibp75s0f0,DSM09-0101-0507-08IB0,Port 4, Data
DSM091050712019,DSM091050712019 ibp75s0f0,DSM09-0101-0507-08IB0,Port 6, Data
DSM091050712037,DSM091050712037 ibp75s0f0,DSM09-0101-0507-08IB0,Port 8, Data
DSM091050801003,DSM091050801003 ibp75s0f0,DSM09-0101-0507-08IB0,Port 9, Data
DSM091050801019,DSM091050801019 ibp75s0f0,DSM09-0101-0507-08IB0,Port 10, Data
DSM091050801053,DSM091050801053 ibp75s0f0,DSM09-0101-0507-08IB0,Port 11, Data
DSM091050801037,DSM091050801037 ibp75s0f0,DSM09-0101-0507-08IB0,Port 12, Data
DSM091050802003,DSM091050802003 ibp75s0f0,DSM09-0101-0507-08IB0,Port 13, Data
DSM091050802053,DSM091050802053 ibp75s0f0,DSM09-0101-0507-08IB0,Port 15, Data
DSM091050803003,DSM091050803003 ibp75s0f0,DSM09-0101-0507-08IB0,Port 17, Data
DSM091050803019,DSM091050803019 ibp75s0f0,DSM09-0101-0507-08IB0,Port 18, Data
DSM091050803053,DSM091050803053 ibp75s0f0,DSM09-0101-0507-08IB0,Port 19, Data
DSM091050803037,DSM091050803037 ibp75s0f0,DSM09-0101-0507-08IB0,Port 20, Data
DSM091050804003,DSM091050804003 ibp75s0f0,DSM09-0101-0507-09IB0,Port 1, Data
DSM091050804019,DSM091050804019 ibp75s0f0,DSM09-0101-0507-09IB0,Port 2, Data
DSM091050804053,DSM091050804053 ibp75s0f0,DSM09-0101-0507-09IB0,Port 3, Data
DSM091050804037,DSM091050804037 ibp75s0f0,DSM09-0101-0507-09IB0,Port 4, Data
DSM091050805003,DSM091050805003 ibp75s0f0,DSM09-0101-0507-09IB0,Port 5, Data
DSM091050805053,DSM091050805053 ibp75s0f0,DSM09-0101-0507-09IB0,Port 7, Data
